tempid,latitude,longitude
288,37.804083,-122.431716
288,37.80526,-122.432754
288,37.805776,-122.434811
288,37.806635,-122.436818
288,37.806312,-122.439086
288,37.806029,-122.441498
288,37.805761,-122.443837
288,37.805458,-122.446209
288,37.806117,-122.447677
288,37.806327,-122.448115
288,37.805315,-122.446622
288,37.805619,-122.444345
288,37.806017,-122.442121
288,37.80621,-122.439838
288,37.806396,-122.437656
288,37.806251,-122.435532
288,37.805132,-122.433625
288,37.804842,-122.431844
288,37.803542,-122.431048
288,37.803803,-122.428692
288,37.804131,-122.42641
288,37.803554,-122.425035
288,37.801844,-122.424349
288,37.800097,-122.424312
288,37.798374,-122.423842
288,37.796628,-122.423438
288,37.794914,-122.422991
288,37.793109,-122.422764
288,37.791448,-122.422561
288,37.789797,-122.421953
288,37.788601,-122.421043
288,37.788697,-122.418717
288,37.789487,-122.417074
288,37.789337,-122.414799
288,37.789626,-122.412558
289,37.778981,-122.402996
289,37.779963,-122.403372
289,37.78115,-122.402443
289,37.782003,-122.401227
289,37.783048,-122.400125
289,37.783852,-122.398774
289,37.784844,-122.397804
289,37.785848,-122.396612
289,37.786702,-122.395321
289,37.787606,-122.394027
289,37.788659,-122.392849
289,37.789579,-122.391519
289,37.790655,-122.390435
289,37.790383,-122.389114
289,37.789298,-122.387984
289,37.787954,-122.387554
289,37.786555,-122.387558
289,37.785205,-122.387688
289,37.783829,-122.387882
289,37.782385,-122.388024
289,37.781024,-122.387748
289,37.77956,-122.387558
289,37.778225,-122.387823
289,37.777813,-122.389543
289,37.777523,-122.390922
289,37.778307,-122.391246
289,37.779414,-122.390218
289,37.780423,-122.38906
289,37.781425,-122.388175
289,37.78279,-122.388143
289,37.784113,-122.387962
289,37.785546,-122.387818
289,37.786946,-122.387696
289,37.788256,-122.387838
289,37.789443,-122.388157
289,37.79052,-122.389064
289,37.790918,-122.390087
289,37.789759,-122.391227
289,37.788791,-122.392397
289,37.78782,-122.393732
289,37.78681,-122.395088
289,37.785702,-122.396254
289,37.784586,-122.397321
289,37.783732,-122.398639
289,37.783221,-122.399859
289,37.782705,-122.400133
289,37.78176,-122.401304
289,37.780897,-122.402631
289,37.779685,-122.402725
289,37.778541,-122.403487
290,37.76428,-122.38987
290,37.76439,-122.38793
290,37.76466,-122.38749
290,37.76579,-122.38656
290,37.76725,-122.38585
290,37.76808,-122.38557
290,37.76838,-122.38572
290,37.76875,-122.38621
290,37.77086,-122.38647
290,37.77212,-122.38692
290,37.77354,-122.38745
290,37.77629,-122.38777
290,37.77629,-122.38777
290,37.77656,-122.38772
290,37.77657,-122.38917
290,37.77648,-122.3898
290,37.77646,-122.39003
290,37.77662,-122.39005
290,37.7771,-122.39043
290,37.7783,-122.38751
290,37.77731,-122.39071
290,37.77736,-122.39087
290,37.7772,-122.39073
290,37.777,-122.39048
290,37.77717,-122.39068
290,37.77754,-122.39111
290,37.77662,-122.39231
290,37.77579,-122.39336
290,37.7754,-122.39292
290,37.77518,-122.39295
290,37.77475,-122.39353
290,37.77345,-122.39513
290,37.77255,-122.39628
290,37.77174,-122.39755
290,37.77165,-122.39789
290,37.7716,-122.39809
290,37.77157,-122.39826
290,37.77153,-122.3986
290,37.77168,-122.39856
290,37.77081,-122.39958
290,37.77072,-122.39954
290,37.76973,-122.39833
290,37.76936,-122.3986
290,37.76731,-122.40043
290,37.76751,-122.40072
290,37.76737,-122.40285
290,37.76479,-122.40259
290,37.76495,-122.40001
290,37.76515,-122.39678
290,37.76526,-122.39485
291,37.79036,-122.40557
291,37.79785,-122.40703
291,37.79789,-122.40672
291,37.79817,-122.40708
291,37.79925,-122.40731
291,37.80211,-122.40787
291,37.80442,-122.40836
291,37.80534,-122.40853
291,37.8053,-122.40852
291,37.8051,-122.41012
291,37.80468,-122.41346
291,37.80469,-122.41342
291,37.80839,-122.41415
291,37.80842,-122.41416
291,37.8076,-122.42075
291,37.80457,-122.42013
291,37.80206,-122.41963
291,37.802,-122.41962
291,37.80202,-122.41948
291,37.802,-122.41924
291,37.80213,-122.41907
291,37.80213,-122.419
291,37.80218,-122.41869
291,37.80222,-122.4184
291,37.80221,-122.41809
291,37.80263,-122.41472
291,37.80282,-122.41314
291,37.80283,-122.41303
291,37.80226,-122.41293
291,37.80201,-122.41256
291,37.80191,-122.41242
291,37.80203,-122.41174
291,37.8023,-122.40957
291,37.8023,-122.40954
291,37.80137,-122.40937
291,37.80044,-122.40918
291,37.80063,-122.40764
291,37.80064,-122.4076
291,37.79883,-122.40722
291,37.79817,-122.40708
291,37.79789,-122.40672
291,37.7979,-122.40665
291,37.79785,-122.40703
291,37.79715,-122.40688
291,37.79664,-122.40678
291,37.79544,-122.40653
291,37.79407,-122.40626
291,37.79317,-122.40609
291,37.79178,-122.4058
291,37.79063,-122.4056
291,37.79136,-122.40572
292,37.751573,-122.429624
292,37.758071,-122.4281
292,37.748163,-122.420311
292,37.745533,-122.422092
292,37.743701,-122.426727
292,37.742784,-122.428744
293,37.76662,-122.43417
293,37.76653,-122.43555
293,37.767316,-122.43563
293,37.76905,-122.43581
293,37.76937,-122.43597
293,37.76974,-122.4362
293,37.7702,-122.43675
293,37.77031,-122.43685
293,37.77039,-122.43686
293,37.77407,-122.43757
293,37.77407,-122.4376
293,37.77365,-122.44092
293,37.7735,-122.4409
293,37.77334,-122.44166
293,37.77334,-122.44166
293,37.77312,-122.4435
293,37.77261,-122.44653
293,37.77261,-122.44653
293,37.77258,-122.44754
293,37.77241,-122.44875
293,37.772201,-122.449212
293,37.77214,-122.44951
293,37.77221,-122.45065
293,37.77203,-122.45227
293,37.771828,-122.452646
293,37.77157,-122.45327
293,37.77142,-122.45298
293,37.77142,-122.45298
293,37.77137,-122.45239
293,37.771659,-122.45153
293,37.7717,-122.45129
293,37.77172,-122.45033
293,37.77176,-122.44953
293,37.77197,-122.44781
293,37.77211,-122.44745
293,37.772168,-122.447431
293,37.77213,-122.44686
293,37.77236,-122.44504
293,37.77281,-122.4441
293,37.772676,-122.444148
293,37.77281,-122.4441
293,37.77274,-122.44381
293,37.7727,-122.44194
293,37.772897,-122.441552
293,37.7728,-122.44076
293,37.77272,-122.44074
293,37.7731,-122.43769
293,37.7731,-122.43769
293,37.77313,-122.43748
293,37.77039,-122.43686
293,37.77031,-122.43685
293,37.77009,-122.43654
293,37.76905,-122.43581
293,37.76637,-122.43553
293,37.76653,-122.43555
294,37.762782,-122.412156
294,37.761402,-122.412025
294,37.760079,-122.411748
294,37.758781,-122.411543
294,37.757511,-122.411479
294,37.756204,-122.411385
294,37.754897,-122.411216
294,37.753546,-122.411106
294,37.752259,-122.410923
294,37.750945,-122.410884
294,37.749636,-122.410712
294,37.748292,-122.410617
294,37.747001,-122.410707
294,37.745675,-122.410638
294,37.744444,-122.410468
294,37.743386,-122.409766
294,37.742273,-122.409419
294,37.741563,-122.410509
294,37.740608,-122.411377
294,37.739719,-122.412077
294,37.739028,-122.413318
294,37.738863,-122.414938
294,37.739044,-122.416637
294,37.739247,-122.418381
294,37.738239,-122.419235
294,37.736971,-122.418848
294,37.736158,-122.420097
294,37.736971,-122.421193
294,37.738237,-122.420608
294,37.739507,-122.419778
294,37.740278,-122.420736
294,37.74154,-122.420082
294,37.742771,-122.419253
294,37.743938,-122.418441
294,37.745146,-122.417684
294,37.746242,-122.417995
294,37.747178,-122.417225
294,37.747488,-122.415502
294,37.7473,-122.413699
294,37.748667,-122.413787
294,37.750115,-122.413871
294,37.751431,-122.41399
294,37.752794,-122.414142
294,37.754055,-122.413888
294,37.754214,-122.412204
294,37.754969,-122.411181
294,37.756309,-122.411315
294,37.757725,-122.411432
294,37.759157,-122.411596
294,37.760434,-122.411825
294,37.76179,-122.412045
294,37.76322,-122.412187
295,37.75896,-122.41362
295,37.7589,-122.4147
295,37.74393,-122.41328
295,37.74373,-122.41261
295,37.74361,-122.4123
295,37.74339,-122.41294
295,37.74422,-122.41545
295,37.74376,-122.41602
295,37.74347,-122.41652
295,37.74296,-122.41665
295,37.74266,-122.41698
295,37.74235,-122.41704
295,37.74202,-122.41666
295,37.74214,-122.41583
295,37.74229,-122.41485
295,37.74245,-122.41451
295,37.74225,-122.41258
295,37.74245,-122.41051
295,37.74271,-122.41009
295,37.74276,-122.41005
295,37.74303,-122.41003
295,37.74365,-122.41166
295,37.74368,-122.41193
295,37.74361,-122.41226
295,37.74379,-122.41311
295,37.7525,-122.41407
295,37.75257,-122.413
295,37.75828,-122.41356
296,37.747429,-122.410985
296,37.746089,-122.407882
296,37.743348,-122.407746
296,37.741413,-122.410289
296,37.7395,-122.412592
296,37.738577,-122.416553
296,37.734976,-122.417049
296,37.735112,-122.421566
296,37.733898,-122.42221
296,37.733599,-122.426843
296,37.733152,-122.431487
296,37.734542,-122.433078
296,37.736642,-122.429783
296,37.739433,-122.428899
296,37.741891,-122.43165
296,37.74326,-122.433375
296,37.743243,-122.435151
296,37.743108,-122.433438
296,37.745356,-122.431212
296,37.746472,-122.428183
296,37.749322,-122.429385
296,37.751154,-122.431831
296,37.752843,-122.43194
296,37.756191,-122.432441
296,37.757652,-122.430144
296,37.755713,-122.427721
296,37.753438,-122.426108
296,37.754799,-122.423197
296,37.758424,-122.423618
296,37.760073,-122.423149
296,37.76229,-122.425225
296,37.762954,-122.426345
296,37.763219,-122.421682
296,37.76425,-122.418676
296,37.765199,-122.417685
296,37.765506,-122.413065
296,37.766405,-122.410708
296,37.762659,-122.410328
296,37.760411,-122.412477
296,37.758936,-122.41537
296,37.758312,-122.419791
296,37.757135,-122.416637
296,37.756152,-122.413278
296,37.756033,-122.408921
296,37.752628,-122.40809
296,37.749805,-122.406836
296,37.749486,-122.411122
296,37.750922,-122.413798
296,37.750743,-122.416301
296,37.750113,-122.412539
297,37.80448,-122.40211
297,37.80573,-122.40378
297,37.80749,-122.40684
297,37.80758,-122.40752
297,37.80826,-122.40834
297,37.8084,-122.40933
297,37.80856,-122.41054
297,37.80891,-122.41262
297,37.80912,-122.41572
297,37.80834,-122.41569
297,37.80734,-122.41564
297,37.80792,-122.41071
297,37.80812,-122.40919
297,37.80813,-122.40884
297,37.80762,-122.40764
297,37.80749,-122.40684
297,37.80635,-122.40467
297,37.80448,-122.40211
297,37.80173,-122.39953
297,37.79925,-122.39733
297,37.79741,-122.39569
297,37.79588,-122.39422
297,37.7947,-122.39337
297,37.79373,-122.39231
297,37.79278,-122.39121
297,37.79133,-122.38927
297,37.78972,-122.38829
297,37.78939,-122.38817
297,37.78801,-122.38772
297,37.78475,-122.38788
297,37.78175,-122.38801
297,37.78144,-122.38802
297,37.77864,-122.38754
297,37.77725,-122.39048
297,37.77749,-122.39105
297,37.77804,-122.39164
297,37.7804,-122.38868
297,37.78042,-122.38867
297,37.78151,-122.38816
297,37.78177,-122.38807
297,37.78446,-122.38779
297,37.78561,-122.38781
297,37.78845,-122.38782
297,37.78939,-122.38817
297,37.78992,-122.38846
297,37.79248,-122.39063
297,37.79318,-122.39169
297,37.7947,-122.39337
297,37.79529,-122.39367
297,37.79656,-122.39478
297,37.79762,-122.39587
297,37.79982,-122.39783
298,37.784825,-122.46563
298,37.784418,-122.474298
298,37.788556,-122.475672
298,37.791914,-122.474942
298,37.794355,-122.476144
298,37.797475,-122.476702
298,37.800832,-122.47786
298,37.803782,-122.475629
298,37.806258,-122.475586
298,37.807614,-122.474685
298,37.808224,-122.474427
298,37.808021,-122.473011
298,37.808529,-122.471294
298,37.807038,-122.470179
298,37.805783,-122.468719
298,37.803715,-122.467389
298,37.802833,-122.460866
298,37.804054,-122.455587
298,37.804698,-122.450566
298,37.80558,-122.444644
298,37.806563,-122.436404
298,37.805512,-122.434516
298,37.805139,-122.431941
298,37.803477,-122.428937
298,37.805071,-122.417779
298,37.806766,-122.405763
298,37.80402,-122.402072
298,37.799815,-122.398124
298,37.796763,-122.39512
298,37.79578,-122.401643
298,37.79171,-122.400956
298,37.790082,-122.402372
298,37.788963,-122.40087
298,37.786725,-122.398167
298,37.790964,-122.399025
298,37.798594,-122.401085
298,37.802867,-122.400398
298,37.807038,-122.405334
298,37.804122,-122.423358
298,37.803104,-122.431641
298,37.804698,-122.433615
298,37.806122,-122.442198
298,37.804291,-122.443743
298,37.798594,-122.442627
298,37.785131,-122.439837
298,37.782756,-122.443914
298,37.781434,-122.455459
298,37.777499,-122.464857
299,37.795367,-122.393807
299,37.797883,-122.395831
299,37.800409,-122.398388
299,37.803032,-122.400753
299,37.805307,-122.403364
299,37.807186,-122.406638
299,37.808489,-122.410193
299,37.808502,-122.414144
299,37.80796,-122.418373
299,37.807395,-122.422285
299,37.807072,-122.425813
299,37.80772,-122.428808
299,37.805035,-122.430525
299,37.80563,-122.433827
299,37.806648,-122.43646
299,37.806161,-122.440314
299,37.805675,-122.444246
299,37.805845,-122.447557
299,37.806097,-122.450972
299,37.80549,-122.454871
299,37.805004,-122.458783
299,37.804701,-122.462773
299,37.805008,-122.46665
299,37.807241,-122.469186
299,37.805427,-122.467462
299,37.804588,-122.463598
299,37.804877,-122.459429
299,37.80542,-122.455341
299,37.806048,-122.451365
299,37.806054,-122.447678
299,37.805646,-122.444629
299,37.806132,-122.440766
299,37.806622,-122.436823
299,37.805833,-122.434008
299,37.804762,-122.430919
299,37.807224,-122.429196
299,37.807444,-122.426405
299,37.807047,-122.422857
299,37.807693,-122.419108
299,37.808356,-122.415265
299,37.808515,-122.411381
299,37.807655,-122.407606
299,37.806306,-122.404466
299,37.803862,-122.401476
299,37.801276,-122.399153
299,37.798716,-122.396844
299,37.796203,-122.395358
299,37.793156,-122.396365
299,37.790832,-122.399568
299,37.78752,-122.403475
299,37.784789,-122.406415
300,37.795367,-122.393807
300,37.797883,-122.395831
300,37.800409,-122.398388
300,37.803032,-122.400753
300,37.805307,-122.403364
300,37.807186,-122.406638
300,37.808489,-122.410193
300,37.808502,-122.414144
300,37.80796,-122.418373
300,37.807395,-122.422285
300,37.807072,-122.425813
300,37.80772,-122.428808
300,37.805035,-122.430525
300,37.80563,-122.433827
300,37.806648,-122.43646
300,37.806161,-122.440314
300,37.805675,-122.444246
300,37.805845,-122.447557
300,37.806097,-122.450972
300,37.80549,-122.454871
300,37.805004,-122.458783
300,37.804701,-122.462773
300,37.805008,-122.46665
300,37.807241,-122.469186
300,37.805427,-122.467462
300,37.804588,-122.463598
300,37.804877,-122.459429
300,37.80542,-122.455341
300,37.806048,-122.451365
300,37.806054,-122.447678
300,37.805646,-122.444629
300,37.806132,-122.440766
300,37.806622,-122.436823
300,37.805833,-122.434008
300,37.804762,-122.430919
300,37.807224,-122.429196
300,37.807444,-122.426405
300,37.807047,-122.422857
300,37.807693,-122.419108
300,37.808356,-122.415265
300,37.808515,-122.411381
300,37.807655,-122.407606
300,37.806306,-122.404466
300,37.803862,-122.401476
300,37.801276,-122.399153
300,37.798716,-122.396844
300,37.796203,-122.395358
300,37.793156,-122.396365
300,37.790832,-122.399568
300,37.78752,-122.403475
300,37.784789,-122.406415
301,37.78901,-122.44053
301,37.78555,-122.43986
301,37.78326,-122.4394
301,37.77967,-122.43868
301,37.77408,-122.43754
301,37.77364,-122.44091
301,37.7735,-122.44111
301,37.77332,-122.44164
301,37.77308,-122.44271
301,37.77312,-122.4435
301,37.77283,-122.44599
301,37.77262,-122.44665
301,37.77262,-122.44738
301,37.77247,-122.44858
301,37.77224,-122.44904
301,37.77216,-122.44968
301,37.77221,-122.45065
301,37.77211,-122.45124
301,37.77204,-122.45214
301,37.77199,-122.45249
301,37.77177,-122.45282
301,37.77171,-122.45306
301,37.7716,-122.45323
301,37.77146,-122.45306
301,37.77138,-122.45277
301,37.77138,-122.45236
301,37.7717,-122.45142
301,37.77171,-122.4504
301,37.77173,-122.44971
301,37.77195,-122.44834
301,37.77211,-122.44745
301,37.77214,-122.44686
301,37.77237,-122.44503
301,37.77275,-122.44389
301,37.77268,-122.44302
301,37.7727,-122.44206
301,37.77281,-122.44155
301,37.77279,-122.44092
301,37.7732,-122.44082
301,37.77644,-122.44149
301,37.77918,-122.44202
301,37.77944,-122.44041
301,37.77977,-122.43788
301,37.7803,-122.43377
301,37.78394,-122.43451
301,37.7839,-122.43469
301,37.78385,-122.43472
301,37.78383,-122.43467
301,37.78391,-122.43464
301,37.78404,-122.43466
301,37.78422,-122.43468
301,37.78456,-122.43474
301,37.78465,-122.43465
301,37.78774,-122.43527
302,37.795386,-122.393839
302,37.797007,-122.395214
302,37.798607,-122.396665
302,37.800166,-122.398086
302,37.80176,-122.399418
302,37.803312,-122.400902
302,37.804747,-122.402472
302,37.805929,-122.404273
302,37.807065,-122.406175
302,37.808006,-122.408231
302,37.808646,-122.410437
302,37.808829,-122.412803
302,37.808269,-122.415053
302,37.808184,-122.417377
302,37.807854,-122.419743
302,37.807621,-122.421999
302,37.806641,-122.423971
302,37.807203,-122.426145
302,37.80812,-122.427798
302,37.807093,-122.42954
302,37.805476,-122.430513
302,37.805343,-122.432539
302,37.805762,-122.434692
302,37.806652,-122.43658
302,37.806391,-122.438954
302,37.806083,-122.441277
302,37.806814,-122.441399
302,37.807116,-122.439059
302,37.807384,-122.436806
302,37.806571,-122.435258
302,37.805515,-122.433739
302,37.804895,-122.431713
302,37.805811,-122.43002
302,37.807428,-122.42903
302,37.808076,-122.427053
302,37.806875,-122.425473
302,37.806788,-122.423226
302,37.80676,-122.42124
302,37.806296,-122.419156
302,37.805033,-122.417399
302,37.803912,-122.415551
302,37.802699,-122.413769
302,37.801535,-122.412094
302,37.800322,-122.410386
302,37.798934,-122.408515
302,37.797795,-122.40654
302,37.796482,-122.404675
302,37.795003,-122.402664
302,37.793019,-122.400152
302,37.792446,-122.398506
302,37.79351,-122.396118
302,37.793136,-122.392986
303,37.7888,-122.40436
303,37.78912,-122.40204
303,37.78878,-122.40201
303,37.78929,-122.40139
303,37.79031,-122.40052
303,37.79031,-122.40052
303,37.78989,-122.40384
303,37.78944,-122.40689
303,37.78923,-122.40858
303,37.79081,-122.40892
303,37.79204,-122.40919
303,37.79163,-122.41246
303,37.79111,-122.41652
303,37.791,-122.4174
303,37.7928,-122.41776
303,37.79457,-122.41811
303,37.79617,-122.41844
303,37.79643,-122.41849
303,37.79874,-122.41896
303,37.7993,-122.41825
303,37.79969,-122.4152
303,37.80005,-122.41236
303,37.80031,-122.41027
303,37.80191,-122.41258
303,37.8024,-122.41323
303,37.8037,-122.41505
303,37.80498,-122.41684
303,37.80518,-122.41713
303,37.80584,-122.41195
303,37.80643,-122.40722
303,37.80668,-122.40592
303,37.80665,-122.40596
303,37.80599,-122.40486
303,37.80512,-122.40355
303,37.80385,-122.40191
303,37.80214,-122.40041
303,37.80084,-122.39925
303,37.79919,-122.39779
303,37.79668,-122.39559
303,37.79593,-122.39495
303,37.79499,-122.39435
303,37.79474,-122.39405
303,37.79438,-122.39347
303,37.79424,-122.39325
303,37.7937,-122.3926
303,37.7937,-122.3926
303,37.79115,-122.39581
303,37.78898,-122.39856
303,37.78685,-122.40127
303,37.78627,-122.40195
303,37.78627,-122.40206
303,37.78733,-122.40334
303,37.78765,-122.40342
303,37.78797,-122.40348
303,37.78889,-122.40366
303,37.78853,-122.40656
304,37.7776,-122.39437
304,37.77965,-122.39178
304,37.78128,-122.38974
304,37.78171,-122.3891
304,37.78182,-122.38856
304,37.78215,-122.3881
304,37.78327,-122.38802
304,37.78749,-122.38769
304,37.7883,-122.38778
304,37.7892,-122.38805
304,37.79107,-122.39005
304,37.79213,-122.39066
304,37.79281,-122.39122
304,37.7949,-122.39355
304,37.79683,-122.39532
304,37.79944,-122.39767
304,37.80093,-122.39913
304,37.80245,-122.40079
304,37.80231,-122.40128
304,37.80225,-122.40136
304,37.80224,-122.40147
304,37.80228,-122.40158
304,37.80226,-122.40268
304,37.80307,-122.40345
304,37.80305,-122.40356
304,37.80308,-122.40376
304,37.80299,-122.40382
304,37.80295,-122.40446
304,37.80283,-122.40554
304,37.80267,-122.40605
304,37.80263,-122.40703
304,37.80231,-122.4096
304,37.79981,-122.40908
304,37.79962,-122.4091
304,37.79854,-122.40768
304,37.79812,-122.40472
304,37.79864,-122.4007
304,37.79895,-122.39828
304,37.7985,-122.39715
304,37.79537,-122.39466
304,37.79446,-122.39363
304,37.79394,-122.39284
304,37.79305,-122.39181
304,37.79188,-122.39103
304,37.79093,-122.39036
304,37.78941,-122.38849
304,37.78857,-122.38815
304,37.78725,-122.38799
304,37.78477,-122.3882
304,37.78471,-122.38849
304,37.78096,-122.39321
304,37.78104,-122.39443
304,37.7807,-122.39505
304,37.77838,-122.39651
305,37.806524,-122.42554
305,37.806596,-122.424633
305,37.806668,-122.423582
305,37.807327,-122.422364
305,37.807723,-122.419961
305,37.808131,-122.41685
305,37.809066,-122.41575
305,37.808928,-122.413577
305,37.808592,-122.412429
305,37.80822,-122.409163
305,37.807399,-122.407022
305,37.806842,-122.405654
305,37.805721,-122.403793
305,37.804378,-122.401931
305,37.802364,-122.400145
305,37.800863,-122.398761
305,37.799736,-122.397758
305,37.798172,-122.396401
305,37.797061,-122.39536
305,37.79537,-122.39381
305,37.793238,-122.391583
305,37.791355,-122.389287
305,37.78988,-122.388418
305,37.789058,-122.387839
305,37.787133,-122.387517
305,37.785547,-122.387603
305,37.784733,-122.387667
306,37.79016,-122.402129
306,37.791037,-122.402875
306,37.79112,-122.403144
306,37.791756,-122.404714
306,37.792246,-122.405339
306,37.792608,-122.406405
306,37.792229,-122.407871
306,37.792055,-122.409398
306,37.791879,-122.410727
306,37.79184,-122.4121
306,37.792234,-122.413335
306,37.792548,-122.41436
306,37.793694,-122.414728
306,37.796859,-122.413708
306,37.797161,-122.414725
306,37.797835,-122.414222
306,37.798786,-122.413921
306,37.799303,-122.414939
306,37.799629,-122.415716
306,37.800237,-122.414637
306,37.800416,-122.414276
306,37.800919,-122.413278
306,37.801039,-122.411715
306,37.801271,-122.410298
306,37.801545,-122.408854
306,37.801821,-122.407862
306,37.802591,-122.407204
306,37.802259,-122.405879
306,37.801826,-122.405597
306,37.801986,-122.404352
306,37.802081,-122.403041
306,37.802202,-122.401484
306,37.801255,-122.401599
306,37.800293,-122.401366
306,37.799019,-122.401285
306,37.798594,-122.400152
306,37.797662,-122.399624
306,37.796672,-122.399066
306,37.795873,-122.398459
306,37.795396,-122.398315
306,37.794607,-122.398191
306,37.794662,-122.397156
306,37.795089,-122.396134
306,37.795409,-122.395953
306,37.79485,-122.395178
306,37.794784,-122.395734
306,37.79457,-122.397041
306,37.794225,-122.397277
306,37.793385,-122.398463
306,37.793166,-122.399645
306,37.792126,-122.400355
306,37.793266,-122.401357
306,37.791791,-122.40231
307,37.792541,-122.390753
307,37.79401,-122.392486
307,37.795626,-122.394025
307,37.797231,-122.395489
307,37.798829,-122.397026
307,37.800448,-122.398445
307,37.80208,-122.399907
307,37.803708,-122.401381
307,37.805175,-122.403063
307,37.806473,-122.404976
307,37.807499,-122.407115
307,37.808365,-122.409431
307,37.808737,-122.411843
307,37.808538,-122.414252
307,37.808132,-122.416738
307,37.807771,-122.419256
307,37.807546,-122.421757
307,37.806602,-122.423973
307,37.807207,-122.42625
307,37.808116,-122.428058
307,37.806744,-122.429594
307,37.805184,-122.43107
307,37.805174,-122.43333
307,37.806121,-122.435494
307,37.806447,-122.437828
307,37.806171,-122.440324
307,37.806056,-122.441246
307,37.806343,-122.438697
307,37.806586,-122.436225
307,37.805426,-122.434281
307,37.805106,-122.431916
307,37.805826,-122.43003
307,37.807553,-122.428951
307,37.807952,-122.426659
307,37.806712,-122.42498
307,37.807083,-122.422784
307,37.80771,-122.420437
307,37.80804,-122.418023
307,37.808382,-122.415598
307,37.808666,-122.413107
307,37.808581,-122.41058
307,37.807923,-122.408267
307,37.807007,-122.40601
307,37.805817,-122.403957
307,37.804507,-122.402125
307,37.802912,-122.400597
307,37.801323,-122.399182
307,37.799654,-122.397666
307,37.798069,-122.396233
307,37.796483,-122.394713
308,37.79547,-122.39681
308,37.79566,-122.39686
308,37.79564,-122.39706
308,37.79565,-122.39709
308,37.79567,-122.39711
308,37.79584,-122.39722
308,37.79584,-122.39724
308,37.79582,-122.39748
308,37.79598,-122.39756
308,37.79608,-122.39774
308,37.79619,-122.39818
308,37.79613,-122.3986
308,37.79588,-122.4005
308,37.79573,-122.4017
308,37.79562,-122.40278
308,37.79555,-122.40337
308,37.79573,-122.4036
308,37.79632,-122.40446
308,37.79709,-122.40559
308,37.79772,-122.40651
308,37.79788,-122.40673
308,37.79785,-122.40705
308,37.79765,-122.40864
308,37.7975,-122.40972
308,37.79747,-122.40996
308,37.79749,-122.41033
308,37.79726,-122.41133
308,37.79729,-122.4119
308,37.79728,-122.41201
308,37.79705,-122.41356
308,37.79692,-122.41445
308,37.7969,-122.41464
308,37.7968,-122.41545
309,37.78682,-122.4115
309,37.78694,-122.41152
309,37.78799,-122.40337
309,37.78805,-122.40294
309,37.79228,-122.39765
309,37.79451,-122.39476
309,37.79457,-122.39484
309,37.79451,-122.39476
309,37.79493,-122.39428
309,37.79542,-122.39465
309,37.79753,-122.39629
309,37.80235,-122.4006
309,37.80514,-122.40356
309,37.80542,-122.40359
309,37.80728,-122.40699
309,37.8075,-122.40756
309,37.80809,-122.40893
309,37.80814,-122.40955
309,37.80859,-122.41251
309,37.8076,-122.42075
309,37.8077,-122.42077
309,37.78648,-122.41648
309,37.78631,-122.41645
309,37.78687,-122.41204
310,37.796872,-122.422028
310,37.794769,-122.446704
310,37.795617,-122.425032
310,37.796956,-122.421041
311,37.79556,-122.40358
311,37.79561,-122.40331
311,37.79675,-122.40352
311,37.7983,-122.40384
311,37.80032,-122.40426
311,37.80138,-122.40452
311,37.80259,-122.40478
311,37.80287,-122.40482
311,37.80282,-122.40556
311,37.80234,-122.4055
311,37.80205,-122.40542
311,37.80188,-122.40558
311,37.80186,-122.40567
311,37.80188,-122.4059
311,37.80254,-122.40642
311,37.80264,-122.40631
311,37.80314,-122.40654
311,37.80342,-122.40618
311,37.8036,-122.40629
311,37.80372,-122.40645
311,37.80357,-122.40765
311,37.80323,-122.41036
311,37.80284,-122.41365
311,37.80249,-122.41631
311,37.80226,-122.41808
311,37.80221,-122.41813
311,37.8022,-122.41821
311,37.80229,-122.41832
311,37.80228,-122.41839
311,37.80216,-122.41847
311,37.80216,-122.41854
311,37.80225,-122.41867
311,37.80224,-122.41873
311,37.80212,-122.41883
311,37.80219,-122.41896
311,37.80221,-122.41903
311,37.80218,-122.41907
311,37.80208,-122.41912
311,37.80207,-122.41921
311,37.80216,-122.41932
311,37.80216,-122.41937
311,37.80207,-122.41949
311,37.80182,-122.42123
311,37.79996,-122.42087
311,37.79923,-122.42072
311,37.79812,-122.4205
311,37.79704,-122.42028
311,37.79624,-122.42013
311,37.79612,-122.42006
311,37.79525,-122.41992
311,37.79595,-122.41499
311,37.79622,-122.41281
311,37.79537,-122.41236
311,37.79549,-122.41148
311,37.79574,-122.40935
311,37.79595,-122.40781
311,37.79609,-122.40664
311,37.79629,-122.40514
311,37.79493,-122.40476
312,37.805158,-122.433746
312,37.80512,-122.431912
312,37.805565,-122.43012
312,37.807192,-122.429181
312,37.808062,-122.426628
312,37.806879,-122.425979
312,37.806599,-122.424069
312,37.807464,-122.422036
312,37.808672,-122.412568
312,37.806485,-122.404821
312,37.799975,-122.397869
312,37.791412,-122.3892
312,37.804359,-122.402018
312,37.808344,-122.409017
312,37.808756,-122.412578
312,37.806769,-122.423527
312,37.806663,-122.424702
312,37.807167,-122.426327
312,37.808082,-122.428317
312,37.806167,-122.429814
312,37.805099,-122.431117
312,37.805302,-122.43204
312,37.806709,-122.436224
313,37.78869,-122.40523
313,37.78905,-122.40263
313,37.7891,-122.40204
313,37.789,-122.40175
313,37.79044,-122.39991
313,37.7902,-122.40023
313,37.79003,-122.40222
313,37.79003,-122.40222
